section,subsection,label,type,required,default,min,max,description
Asset Correlations,Private Credit|US Equity,correlation,percent,FALSE,45%,-100,100,Advanced pairwise correlation override between Private Credit and US Equity. Used only when correlation_assumption_mode is ADVANCED or CUSTOM_FILE.
Model Constants,Monte Carlo,recenter_regime_returns,boolean,FALSE,TRUE,,,Re-center regime/fat-tail MC return draws so configured return is the expected return
Asset Class Optimizer Controls,US Large Cap,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,US Mid Cap,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,US Small Cap,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,International,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Emerging Markets,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Commodities,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Bonds,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Short-Term Bonds,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,TIPS,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Municipal Bonds,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Managed Futures,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Private Credit,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,REITs,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Asset Class Optimizer Controls,Cash,include_in_optimizer,choice,NO,YES,,,YES allows the optimizer to consider this asset class for new target recommendations; NO excludes it while still showing existing holdings.
Withdrawal Policy,Roth Conversion,roth_objective_mode,choice,FALSE,BALANCED_RETIREMENT,,,BALANCED_RETIREMENT | MINIMIZE_LIFETIME_TAX | MAXIMIZE_TERMINAL_NET_WORTH | MAXIMIZE_PTI | LEGACY_OPTIMIZED | ESTATE_TAX_AWARE | CUSTOM_WEIGHTED; objective used to rank Roth conversion candidates. MAXIMIZE_PTI optimizes Post-Tax Inheritance (after-tax terminal net worth minus estate tax).
Withdrawal Policy,Roth Conversion,estate_tax_objective_mode,choice,FALSE,BALANCED,,,OFF | MONITOR_ONLY | BALANCED | STRONG; whether projected estate-tax exposure affects Roth optimizer scoring.
Withdrawal Policy,Roth Conversion,roth_headroom_usage_pct,percent,FALSE,95.00%,0,100,Percentage of tax bracket headroom to use for voluntary Roth conversions.
Withdrawal Policy,Roth Conversion,irmaa_guardrail_mode,choice,FALSE,AVOID_NEXT_TIER,,,IGNORE | WARN_ONLY | AVOID_NEXT_TIER | AVOID_TIER_2_OR_ABOVE | CUSTOM_MAGI_CAP; Medicare threshold guardrail for Roth conversions.
Withdrawal Policy,Roth Conversion,roth_irmaa_headroom_usage_pct,percent,FALSE,95.00%,0,100,Percentage of IRMAA headroom to use before stopping voluntary Roth conversions.
Withdrawal Policy,Roth Conversion,roth_irmaa_target_tier,choice,FALSE,TIER_2,,,TIER_1 | TIER_2 | TIER_3 | TIER_4 | TIER_5; IRMAA target tier threshold used when Roth conversions are capped by Medicare premium guardrails. Dollar thresholds come from the annual IRMAA tax table.
HSA Policy,Withdrawals,hsa_withdrawal_mode,choice,FALSE,spend_as_needed,,,spend_as_needed | annual_pct | smooth_window; default spend_as_needed uses HSA only when needed before Roth.
HSA Policy,Withdrawals,hsa_annual_spend_pct,percent,FALSE,10.00%,0,100,Annual HSA draw percentage used only when hsa_withdrawal_mode is annual_pct.
HSA Policy,Withdrawals,hsa_withdrawal_start_year,year,FALSE,,2026,2100,Optional first year for annual_pct or smooth_window HSA draw policy.
HSA Policy,Withdrawals,hsa_withdrawal_end_year,year,FALSE,,2026,2100,Optional last year for annual_pct or smooth_window HSA draw policy.
Social Security,Funding Discount,ss_funding_discount_year,year,FALSE,2032,2026,2100,First year Social Security gross benefits are reduced for funding-shortfall stress.
Social Security,Funding Discount,ss_funding_discount_pct,percent,FALSE,22.00%,0,100,Gross Social Security benefit reduction percentage from the funding-discount year onward.
Liquidity Buffer,buffer_1,reserve_account,choice,FALSE,Taxable/Trust,,,Taxable/Trust | Roth | IRA | HSA | Cash; account bucket intended to preserve the reserve for this rule.
Education Funding,529 Plan 1,beneficiary,text,FALSE,,,,Beneficiary name for this 529 plan.
Education Funding,529 Plan 1,current_balance,dollars,FALSE,$0,0,,Current 529 plan balance.
Education Funding,529 Plan 1,annual_contribution,dollars,FALSE,$0,0,,Annual 529 contribution.
Education Funding,529 Plan 1,contribution_start_year,year,FALSE,,2026,2100,First contribution year.
Education Funding,529 Plan 1,contribution_end_year,year,FALSE,,2026,2100,Last contribution year.
Education Funding,529 Plan 1,expected_use_year,year,FALSE,,2026,2100,Expected first use or distribution year.
Social Security,Husband,monthly_pia_at_fra_today_dollars,dollars,FALSE,0,0,,Enter the monthly Social Security payment from the SSA statement at Full Retirement Age. PIA means Primary Insurance Amount: the base monthly benefit before early-claiming reductions or delayed-retirement credits.
Social Security,Wife,monthly_pia_at_fra_today_dollars,dollars,FALSE,0,0,,Enter the monthly Social Security payment from the SSA statement at Full Retirement Age. PIA means Primary Insurance Amount: the base monthly benefit before early-claiming reductions or delayed-retirement credits.
Social Security,Husband,claim_age,integer,FALSE,70,62,70,Social Security claim age for husband.
Social Security,Wife,claim_age,integer,FALSE,70,62,70,Social Security claim age for wife.
Social Security,Member 1,fra_age,number,FALSE,0,0,70,"Full Retirement Age (SSA), in years, e.g. 66.67 for 66 years 8 months. 0 auto-derives from date of birth (67 for birth year 1960 or later); otherwise enter 60-70."
Social Security,Member 2,fra_age,number,FALSE,0,0,70,"Full Retirement Age (SSA), in years, e.g. 66.67 for 66 years 8 months. 0 auto-derives from date of birth (67 for birth year 1960 or later); otherwise enter 60-70."
Social Security,Policy,spousal_benefits_enabled,boolean,FALSE,TRUE,,,Approximate spousal benefit top-up.
Social Security,Policy,survivor_benefit_uses_deceased_claim_age,boolean,FALSE,TRUE,,,Survivor benefit uses deceased claim-age factor.
Wellness,ACA Premium Tax Credit,enabled,boolean,FALSE,TRUE,,,Enable ACA premium tax credit model.
Wellness,ACA Premium Tax Credit,household_size,integer,FALSE,2,1,12,ACA household size.
Wellness,ACA Premium Tax Credit,federal_poverty_level_base_year,dollars,FALSE,21150,0,,Base-year FPL.
Wellness,ACA Premium Tax Credit,benchmark_silver_premium_annual,dollars,FALSE,32000,0,,Benchmark silver premium.
Wellness,ACA Premium Tax Credit,applicable_pct_cap,percent,FALSE,8.50%,0,20,"Highest household contribution percentage used by the ACA premium-tax-credit estimate, shown as a percent such as 8.50%."
Wellness,ACA Premium Tax Credit,enhanced_subsidies_through_year,year,FALSE,2026,2024,2100,Last enhanced subsidy year.
Cashflow,Retirement Contributions,index_401k_limit,boolean,FALSE,TRUE,,,Index 401(k) limit.
HSA Policy,Contributions,index_hsa_limit,boolean,FALSE,TRUE,,,Index HSA limit.
HSA Policy,Contributions,requires_hdhp,boolean,FALSE,TRUE,,,Require HDHP eligibility for HSA contributions.
Model Constants,Retirement,husband_rmd_start_age,integer,FALSE,75,72,75,Husband RMD start age.
Model Constants,Retirement,wife_rmd_start_age,integer,FALSE,75,72,75,Wife RMD start age.
Reporting,Output,real_dollar_reporting_enabled,boolean,FALSE,TRUE,,,Show today-dollar outputs.
Withdrawal Policy,Roth Conversion,roth_tax_discount_rate,percent,FALSE,2.50%,0,20,"Annual discount rate for comparing lifetime taxes in the Roth optimizer, shown as a percent such as 2.50%."
Estate Planning,Federal,portability_enabled,boolean,FALSE,TRUE,,,Federal portability enabled.
Estate Planning,Step-Up,property_regime,choice,FALSE,COMMON_LAW,,,Basis step-up property regime.
System Configuration,Plan Chat,openai_api_key_secret_name,text,FALSE,plan_chat_openai_api_key,,,Encrypted secrets-store name for Plan Chat API key; plaintext keys are not read from CSV.
Wellness,Pre-65 Bridge,annual_premium_base_year,dollars,FALSE,$0,0,,Annual Pre-65 Healthcare Premium per person before Medicare; used until Medicare starts and inflated with medical inflation.
Wellness,Medicare,part_b_base_premium_monthly,dollars,FALSE,$185,0,,"Monthly Medicare Part B base premium per Medicare-enrolled person, prior to IRMAA."
Wellness,Medicare,part_d_base_premium_monthly,dollars,FALSE,$55,0,,"Monthly Medicare Part D premium per Medicare-enrolled person, prior to IRMAA."
Wellness,Medicare,part_g_base_premium_monthly,dollars,FALSE,$0,0,,Monthly Medicare Supplement Plan G / Medigap-style premium per Medicare-enrolled person.
Wellness,Out-of-Pocket,annual_oop_estimate_today,dollars,FALSE,$10000,0,,"Annual household medical OOP cap; this is a cap/reference, not a standalone expense."
Payroll Tax,Social Security,ss_wage_base_base_year,currency,FALSE,$184500,0,,Annual Social Security wage base used for payroll tax calculations.
Social Security,Policy,survivor_pct_of_higher_benefit,number,FALSE,100,0,100,Percent of the higher Social Security benefit preserved for the survivor; enter 100 for full continuation.
Cashflow,Retirement Contributions,annual_401k_limit_base_year,currency,FALSE,$32500,0,,Annual 401(k) contribution limit including catch-up assumption.
HSA Policy,Window,withdrawal_window,text,FALSE,2031-2040,,,Year range used to spread HSA withdrawals; format YYYY-YYYY.
HSA Policy,Contributions,family_annual_limit_base_year,currency,FALSE,$8750,0,,Base-year family HSA contribution limit before indexing.
HSA Policy,Contributions,self_only_annual_limit_base_year,currency,FALSE,$4400,0,,Base-year self-only HSA contribution limit before indexing.
Equity Compensation,RSU_2024,vest_schedule,text,FALSE,,,,Plain-English vesting schedule note for the RSU module.
Scenarios,Sell Home,monthly_rent_post_sale,dollars,FALSE,5000,0,,Monthly rent after the home-sale scenario starts.
Other Assets,Other Asset 1,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 1,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 1,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 1,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 1,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 1,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 1,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 2,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 2,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 2,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 2,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 2,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 2,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 2,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 3,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 3,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 3,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 3,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 3,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 3,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 3,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 4,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 4,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 4,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 4,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 4,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 4,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 4,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 5,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 5,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 5,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 5,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 5,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 5,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 5,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 6,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 6,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 6,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 6,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 6,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 6,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 6,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 7,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 7,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 7,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 7,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 7,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 7,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 7,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 8,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 8,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 8,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 8,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 8,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 8,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 8,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 9,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 9,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 9,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 9,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 9,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 9,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 9,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 10,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 10,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 10,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 10,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 10,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 10,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 10,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 11,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 11,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 11,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 11,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 11,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 11,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 11,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 12,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 12,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 12,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 12,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 12,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 12,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 12,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 13,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 13,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 13,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 13,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 13,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 13,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 13,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 14,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 14,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 14,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 14,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 14,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 14,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 14,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 15,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 15,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 15,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 15,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 15,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 15,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 15,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 16,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 16,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 16,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 16,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 16,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 16,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 16,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 17,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 17,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 17,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 17,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 17,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 17,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 17,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 18,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 18,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 18,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 18,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 18,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 18,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 18,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 19,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 19,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 19,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 19,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 19,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 19,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 19,sell_date,date,FALSE,,,,Optional planned sale date.
Other Assets,Other Asset 20,type,choice,FALSE,Auto,,,"Type of other asset such as Auto, Boat, Start-up Equity, Art, Collectible, or Other."
Other Assets,Other Asset 20,name,text,FALSE,,,,User-described name for this asset.
Other Assets,Other Asset 20,value,dollars,FALSE,$0,0,,Estimated value on the as-of date.
Other Assets,Other Asset 20,as_of_date,date,FALSE,,,,Date used for the value estimate.
Other Assets,Other Asset 20,annual_appreciation_pct,percent,FALSE,0.00%,-100,100,Annual appreciation (+) or depreciation (-) used to bring the value forward.
Other Assets,Other Asset 20,basis,dollars,FALSE,,0,,Purchase price or tax basis for appreciating assets.
Other Assets,Other Asset 20,sell_date,date,FALSE,,,,Optional planned sale date.
Optional Functions,,ltc_life_policy,boolean,FALSE,FALSE,,,Show LTC/Life Policy items on the Other Assets page and related workbook output.
